   159/299     11.9G   0.03363   0.02983   0.01003    0.0735       183       640    0.7728    0.7108    0.7699    0.4951   0.03254   0.01849  0.007096
   160/299     11.9G   0.03366   0.02971  0.009689   0.07306       210       640    0.7748    0.7105    0.7705    0.4956   0.03253   0.01848  0.007085
   161/299     11.9G   0.03327   0.02977      0.01   0.07304       206       640    0.7751    0.7107    0.7706    0.4958   0.03252   0.01848  0.007077
   162/299     11.9G   0.03368    0.0298  0.009929   0.07341       199       640    0.7639    0.7203    0.7704    0.4959   0.03251   0.01847  0.007071
   163/299     11.9G   0.03324   0.02923  0.009978   0.07246       198       640    0.7747    0.7118    0.7707    0.4963   0.03249   0.01847  0.007067
   164/299     11.9G   0.03338    0.0296   0.00989   0.07287       184       640    0.7689    0.7173    0.7709     0.497   0.03249   0.01846  0.007063
   165/299     11.9G   0.03325   0.02937  0.009916   0.07254       233       640    0.7697     0.718    0.7719    0.4972   0.03248   0.01845  0.007061
   166/299     11.9G   0.03331   0.02959  0.009538   0.07244       198       640    0.7747     0.715    0.7722    0.4973   0.03247   0.01845  0.007058
   167/299     11.9G   0.03313   0.02944  0.009524   0.07209       199       640    0.7716    0.7184    0.7721    0.4974   0.03246   0.01844  0.007059
   168/299     11.9G   0.03302   0.02921  0.009691   0.07192       221       640    0.7714    0.7188    0.7724    0.4983   0.03245   0.01843  0.007058
   169/299     11.9G   0.03292   0.02925  0.009529    0.0717       181       640    0.7712    0.7204    0.7728    0.4989   0.03244   0.01843   0.00706
   170/299     11.9G    0.0331   0.02942   0.00967   0.07219       188       640    0.7719     0.721    0.7732    0.4995   0.03243   0.01842  0.007059
   171/299     11.9G   0.03279   0.02908  0.009394   0.07127       223       640    0.7738    0.7199    0.7737    0.4997   0.03242   0.01842  0.007061
   172/299     11.9G   0.03267   0.02902  0.009541   0.07124       215       640    0.7713    0.7227    0.7738    0.5001   0.03241   0.01841  0.007061
   173/299     11.9G    0.0329   0.02928  0.009537   0.07172       226       640    0.7735    0.7213    0.7743    0.5002    0.0324   0.01841  0.007061
   174/299     11.9G   0.03267   0.02916  0.009107   0.07094       216       640    0.7645    0.7295    0.7748    0.5008    0.0324   0.01841  0.007058
   175/299     11.9G   0.03258   0.02878  0.009619   0.07098       199       640    0.7719    0.7234    0.7747    0.5011   0.03239   0.01841  0.007055
   176/299     11.9G   0.03256   0.02879   0.00919   0.07054       201       640    0.7642    0.7318    0.7751    0.5015   0.03239    0.0184  0.007052
   177/299     11.9G   0.03281   0.02902  0.009457   0.07128       218       640    0.7628    0.7336    0.7752    0.5017   0.03238    0.0184  0.007049
   178/299     11.9G   0.03257   0.02934  0.009342   0.07126       167       640    0.7594    0.7362    0.7755    0.5019   0.03237    0.0184  0.007044
   179/299     11.9G   0.03258   0.02898   0.00938   0.07094       200       640    0.7603    0.7358    0.7755    0.5021   0.03236   0.01839  0.007038
   180/299     11.9G   0.03246   0.02886  0.009385   0.07071       220       640    0.7667    0.7309    0.7761    0.5025   0.03236   0.01839  0.007037
   181/299     11.9G   0.03263   0.02889  0.009075   0.07059       201       640    0.7645    0.7339    0.7767    0.5034   0.03235   0.01839  0.007034
   182/299     11.9G   0.03231    0.0287  0.009045   0.07005       195       640    0.7695    0.7294     0.777    0.5036   0.03234   0.01839   0.00703
   183/299     11.9G   0.03238    0.0288  0.009223    0.0704       172       640    0.7632    0.7358    0.7774    0.5041   0.03233   0.01838  0.007025
   184/299     11.9G   0.03223   0.02882  0.008962      0.07       186       640    0.7633    0.7357    0.7776    0.5043   0.03232   0.01838  0.007023
   185/299     11.9G   0.03214   0.02854  0.008936   0.06961       218       640    0.7645    0.7352    0.7779    0.5048   0.03231   0.01838   0.00702
   186/299     11.9G   0.03203   0.02842  0.009006   0.06946       202       640    0.7682     0.732    0.7781    0.5053    0.0323   0.01838  0.007017
   187/299     11.9G   0.03219   0.02873  0.009047   0.06998       207       640    0.7759    0.7271    0.7782    0.5057   0.03229   0.01837  0.007015
   188/299     11.9G   0.03219   0.02844  0.009074    0.0697       233       640    0.7733    0.7291    0.7781    0.5061   0.03228   0.01837  0.007016
   189/299     11.9G   0.03197   0.02853  0.008929   0.06943       195       640    0.7766     0.726    0.7782    0.5064   0.03228   0.01837  0.007018
   190/299     11.9G   0.03169   0.02832  0.008599   0.06861       233       640    0.7759    0.7272    0.7785    0.5069   0.03227   0.01837  0.007018
   191/299     11.9G    0.0319   0.02855  0.008719   0.06917       177       640    0.7767    0.7269    0.7787    0.5073   0.03227   0.01837  0.007015
   192/299     11.9G   0.03187   0.02823  0.008962   0.06906       201       640    0.7672    0.7345    0.7789    0.5074   0.03226   0.01837  0.007012
